Geo_NAME,Geo_QName,Geo_SUMLEV,Geo_GEOCOMP,Geo_REGION,Geo_DIVISION,Geo_FIPS,Geo_STATE,Geo_PLACECE,SE_T001_001,SE_T002_002,SE_T002_001,SE_T002_003,SE_T004_001,SE_T004_002,SE_T004_003,SE_T004_004,SE_T004_005,SE_T004_006,SE_T004_007,SE_T013_001,SE_T013_002,SE_T013_003,SE_T013_004,SE_T013_005,SE_T013_006,SE_T013_007,SE_T013_008,SE_T013_009,SE_T013_010,SE_T013_011,SE_T013_012,SE_T013_013,SE_T014_001,SE_T014_002,SE_T014_003,SE_T014_004,SE_T014_005,SE_T014_006,SE_T014_007,SE_T014_008,SE_T014_009,SE_T014_010,SE_T014_011,SE_T014_012,SE_T014_013,SE_T014_014,SE_T014_015,SE_T014_016,SE_T014_017,SE_T014_018,SE_T014_019,SE_T014_020,SE_T014_021,SE_T028_001,SE_T028_002,SE_T028_003,SE_T028_004,SE_T041_001,SE_T041_002,SE_T041_003,SE_T041_004,SE_T041_005,SE_T041_006,SE_T041_007,SE_T041_008,SE_T041_009,SE_T041_010,SE_T041_011,SE_T041_012,SE_T041_013,SE_T041_014,SE_T041_015,SE_T041_016,SE_T041_017,SE_T041_018,SE_T041_019,SE_T041_020,SE_T041_021,SE_T041_022,SE_T041_023,SE_T041_024,SE_T041_025,SE_T041_026,SE_T043_001,SE_T099_001,SE_T099_002,SE_T099_003,SE_T099_004,SE_T099_005,SE_T099_006,SE_T099_007,SE_T099_008,SE_T099_009,SE_T099_010,SE_T099_011,SE_T099_012,SE_T099_013,SE_T110_001,SE_T110_002,SE_T110_003,SE_T110_004,SE_T110_005,SE_T111_001,SE_T111_002,SE_T111_003,SE_T111_004,SE_T111_005
"Boligee town","Boligee town, Alabama","160","00","3","6","010215","01","0215",268,268,161.235025319396,1.66216986333527,291,0,0,0,291,34,257,268,268,55,213,0,0,0,0,0,0,0,0,0,291,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,84,0,84,115,55,23,9,2,2,3,0,8,0,0,1,2,3,0,0,0,0,0,4,0,3,0,0,0,0,5315,291,97,67,30,0,0,0,194,12,182,0,0,0,291,291,0,0,0,0,0,0,0,0
"Bon Air town","Bon Air town, Alabama","160","00","3","6","010220","01","0220",91,91,362.041333333333,0.251352515918993,108,0,0,0,108,6,102,91,91,88,2,1,0,0,0,0,0,0,0,0,108,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,43,0,43,44,3,12,2,0,0,2,0,0,5,3,3,0,2,2,0,3,0,0,7,0,0,0,0,0,0,26500,108,103,98,5,0,0,0,5,2,3,0,0,0,108,108,0,0,0,0,0,0,0,0
"Branchville town","Branchville town, Alabama","160","00","3","6","010233","01","0233",370,370,340.545685856432,1.08649152042403,333,0,0,0,333,11,322,370,369,367,0,2,0,0,1,1,0,0,0,0,333,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,135,0,135,123,17,5,11,4,8,7,4,0,7,5,7,6,4,7,3,0,2,2,9,6,5,4,0,0,0,26964,333,305,305,0,0,0,0,28,28,0,0,0,0,333,333,0,0,0,0,0,0,0,0
"Brantley town","Brantley town, Alabama","160","00","3","6","010235","01","0235",1015,1015,321.138262887857,3.16063240447446,1007,0,0,0,1007,13,994,1015,1015,624,387,3,1,0,0,0,0,0,0,0,1007,1007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,785,404,0,404,415,65,93,48,30,30,30,18,3,9,15,17,6,6,7,6,4,9,2,3,0,7,0,1,4,2,12625,1007,719,506,206,7,0,0,288,119,169,0,0,0,1007,1007,0,0,0,0,0,0,0,0
"Brent city","Brent city, Alabama","160","00","3","6","010240","01","0240",2776,2776,338.662585398022,8.19694917505409,2776,2776,0,2776,0,0,0,2776,2765,1634,1129,2,0,0,11,5,0,0,0,6,2776,2766,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,1177,2,1175,1075,200,198,92,56,36,30,108,59,28,26,26,29,62,17,14,26,11,9,9,3,26,10,0,0,0,14621,2759,2038,1456,582,0,0,0,721,168,553,0,0,0,2776,2774,2,0,2,2,0,0,0,2
"Brewton city","Brewton city, Alabama","160","00","3","6","010245","01","0245",5885,5885,593.423374732334,9.91703436463798,5885,5885,0,5885,0,0,0,5885,5866,3559,2257,12,25,13,19,13,4,0,0,2,5885,5858,27,0,9,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4598,2411,9,2402,2218,286,308,168,113,123,78,110,90,99,79,63,51,65,46,59,57,45,27,74,48,109,72,3,16,29,20750,5721,4333,3141,1084,13,54,41,1388,329,1050,9,0,0,5885,5821,64,59,5,64,33,15,16,0
"Bridgeport city","Bridgeport city, Alabama","160","00","3","6","010250","01","0250",2936,2936,968.688505477707,3.03090207367756,2936,2936,0,2936,0,0,0,2936,2936,2593,256,74,12,1,0,0,0,0,0,0,2936,2936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2267,1325,0,1325,1167,160,154,42,62,77,41,77,78,56,34,86,20,34,51,32,0,41,8,35,24,23,23,0,0,9,21542,2928,2406,2134,190,48,34,0,522,408,66,7,41,0,2936,2889,47,31,16,47,7,33,0,7
"Brighton city","Brighton city, Alabama","160","00","3","6","010255","01","0255",4518,4518,3226.23815384615,1.40039258869153,4518,4518,4518,0,0,0,0,4518,4512,595,3902,2,12,1,6,0,0,0,0,6,4518,4513,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3359,1901,7,1894,1539,237,224,108,95,78,116,101,119,54,85,68,46,15,40,47,37,17,0,25,0,21,6,0,0,0,18093,4518,3295,486,2804,0,0,5,1223,109,1114,0,0,0,4518,4518,0,0,0,0,0,0,0,0
"Brilliant town","Brilliant town, Alabama","160","00","3","6","010260","01","0260",751,751,248.572650223642,3.02124951930279,785,0,0,0,785,0,785,751,751,751,0,0,0,0,0,0,0,0,0,0,785,785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,621,336,0,336,351,79,70,21,8,25,28,18,8,7,13,9,2,8,11,6,4,10,0,3,3,5,11,0,2,0,14219,785,588,588,0,0,0,0,197,197,0,0,0,0,785,785,0,0,0,0,0,0,0,0
"Brookside town","Brookside town, Alabama","160","00","3","6","010265","01","0265",1365,1365,573.731518987342,2.37916160229314,1365,0,0,0,1365,14,1351,1365,1362,1266,95,1,0,0,3,3,0,0,0,0,1365,1359,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1052,621,4,617,494,51,74,32,24,40,18,23,24,15,25,14,14,17,20,22,10,6,16,10,8,24,7,0,0,0,20870,1361,1123,1047,74,2,0,0,238,235,3,0,0,0,1365,1365,0,0,0,0,0,0,0,0
"Brookwood town","Brookwood town, Alabama","160","00","3","6","010267","01","0267",658,658,680.052715083799,0.967572050526875,596,0,0,0,596,0,596,658,651,648,1,2,0,0,7,6,0,0,0,1,596,592,4,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,447,278,0,278,182,6,15,6,2,6,7,7,4,8,9,7,12,11,10,2,5,6,5,10,19,12,10,0,0,3,35455,594,537,533,0,2,0,2,57,57,0,0,0,0,596,588,8,2,6,8,2,2,0,4
"Brundidge city","Brundidge city, Alabama","160","00","3","6","010275","01","0275",2472,2472,276.778935500605,8.93131551188654,2435,0,0,0,2435,0,2435,2472,2464,906,1532,18,8,0,8,2,5,0,0,1,2435,2418,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1892,1059,0,1059,949,156,222,30,88,38,56,68,23,21,38,24,16,40,8,7,32,11,12,22,6,19,12,0,0,0,14389,2435,1645,736,903,0,6,0,790,143,639,0,0,8,2435,2421,14,6,8,14,8,0,0,6
"Butler city","Butler city, Alabama","160","00","3","6","010280","01","0280",1872,1872,389.434340240964,4.80697207863511,1872,0,0,0,1872,28,1844,1872,1865,1616,245,1,3,0,7,6,0,0,0,1,1872,1862,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1441,832,2,830,730,109,89,38,20,15,26,22,22,30,17,20,5,22,20,16,4,10,43,46,27,68,43,7,4,7,27000,1798,1493,1410,78,2,0,3,305,169,136,0,0,0,1872,1868,4,4,0,4,0,0,0,4
"Bynum CDP","Bynum CDP, Alabama","160","00","3","6","010282","01","0282",1917,1917,576.923889844295,3.32279531797059,1910,0,0,0,1910,46,1864,1917,1905,1703,194,5,3,0,12,6,0,0,0,6,1910,1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1401,985,0,985,630,8,20,38,43,58,26,35,64,31,7,25,35,39,21,22,16,18,30,34,29,16,15,0,0,0,26855,1910,1722,1564,158,0,0,0,188,161,19,8,0,0,1910,1902,8,8,0,8,0,0,0,8
"Cahaba Heights CDP","Cahaba Heights CDP, Alabama","160","00","3","6","010283","01","0283",4778,4778,2290.38731519526,2.08611005147514,4778,4778,4778,0,0,0,0,4778,4762,4680,45,9,27,1,16,14,0,0,0,2,4778,4762,16,0,0,8,8,0,0,0,0,0,0,0,0,8,0,0,0,8,0,3810,2659,0,2659,2131,71,85,83,54,94,72,113,96,98,53,87,74,95,82,77,65,62,72,180,69,201,141,43,50,14,37250,4754,4559,4383,60,20,96,0,195,195,0,0,0,0,4778,4625,153,124,29,153,26,72,33,22
"Calera city","Calera city, Alabama","160","00","3","6","010285","01","0285",2136,2136,611.159342465753,3.49499688801647,2136,0,0,0,2136,0,2136,2136,2122,1795,310,14,3,0,14,6,2,0,1,5,2136,2134,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1653,901,5,896,820,117,104,35,56,56,49,55,13,34,34,29,26,33,22,17,21,10,12,33,24,27,11,2,0,0,19643,2134,1691,1480,194,14,3,0,443,307,118,16,2,0,2136,2131,5,5,0,5,0,0,3,2
"Camden town","Camden town, Alabama","160","00","3","6","010290","01","0290",2414,2414,570.980002922375,4.22781881614895,2541,0,0,0,2541,56,2485,2414,2408,1268,1136,2,2,0,6,5,1,0,0,0,2541,2527,14,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1888,911,6,905,942,193,170,67,48,47,49,27,28,23,23,42,14,13,16,10,17,21,12,7,15,48,29,0,12,11,14635,2432,1473,1145,328,0,0,0,959,134,825,0,0,0,2541,2537,4,0,4,4,0,0,4,0
"Camp Hill town","Camp Hill town, Alabama","160","00","3","6","010295","01","0295",1415,1415,155.90390181648,9.07610382750808,1415,0,0,0,1415,32,1383,1415,1404,303,1092,6,2,1,11,2,6,0,0,3,1415,1405,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1069,630,0,630,532,91,107,37,18,23,29,32,17,21,18,27,14,25,6,16,5,6,8,5,14,9,0,4,0,0,16413,1415,977,268,705,0,4,0,438,35,403,0,0,0,1415,1407,8,6,2,8,6,0,2,0
"Carbon Hill city","Carbon Hill city, Alabama","160","00","3","6","010300","01","0300",2115,2115,438.436419081159,4.82396057433471,2124,0,0,0,2124,27,2097,2115,2100,1904,192,1,3,0,15,9,0,0,3,3,2124,2119,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1699,849,2,847,862,161,145,61,68,66,43,47,32,43,25,18,8,17,18,27,8,8,10,9,19,19,7,0,0,3,14853,2076,1531,1402,120,2,5,2,545,470,75,0,0,0,2124,2116,8,5,3,8,0,8,0,0
"Cardiff town","Cardiff town, Alabama","160","00","3","6","010305","01","0305",72,72,353.850352941176,0.203475846220137,58,0,0,0,58,0,58,72,72,64,8,0,0,0,0,0,0,0,0,0,58,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,21,0,21,28,5,8,2,1,0,2,0,5,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,11250,58,29,29,0,0,0,0,29,25,4,0,0,0,58,56,2,0,2,2,0,0,2,0
"Carolina town","Carolina town, Alabama","160","00","3","6","010307","01","0307",201,201,178.773210164835,1.12432953357313,238,0,0,0,238,4,234,201,201,199,0,2,0,0,0,0,0,0,0,0,238,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,138,3,135,93,5,12,6,5,18,7,11,0,4,5,0,5,6,0,2,0,0,0,4,0,3,0,0,0,0,17679,238,214,210,0,4,0,0,24,24,0,0,0,0,238,238,0,0,0,0,0,0,0,0
"Carrollton town","Carrollton town, Alabama","160","00","3","6","010310","01","0310",1170,1170,568.00111715089,2.05985510357577,1178,0,0,0,1178,0,1178,1170,1168,662,501,2,3,0,2,1,1,0,0,0,1178,1178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,852,436,0,436,426,86,83,22,19,31,18,20,24,10,8,9,15,15,13,5,8,9,3,7,5,6,6,0,0,4,15242,1125,738,595,140,3,0,0,387,54,328,0,5,0,1178,1175,3,3,0,3,0,0,0,3
"Castleberry town","Castleberry town, Alabama","160","00","3","6","010325","01","0325",669,669,389.896933393339,1.71583806565899,706,0,0,0,706,23,683,669,668,437,229,1,1,0,1,1,0,0,0,0,706,704,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,258,0,258,238,42,40,36,17,6,10,12,14,6,17,10,1,3,8,0,0,0,2,10,0,2,2,0,0,0,12647,701,426,292,134,0,0,0,275,102,170,1,2,0,706,706,0,0,0,0,0,0,0,0
"Cedar Bluff town","Cedar Bluff town, Alabama","160","00","3","6","010330","01","0330",1174,1174,336.391847770771,3.48997755974159,1187,0,0,0,1187,4,1183,1174,1167,930,234,0,3,0,7,3,0,0,0,4,1187,1185,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,513,0,513,454,55,55,44,21,33,17,19,23,22,23,26,7,24,9,15,10,4,1,15,9,16,4,0,0,2,20263,1187,947,795,149,0,3,0,240,155,85,0,0,0,1187,1180,7,7,0,7,3,0,0,4
"Center Point CDP","Center Point CDP, Alabama","160","00","3","6","010335","01","0335",22658,22658,2667.69470424584,8.49347564544701,22658,22658,22658,0,0,0,0,22658,22551,21567,876,37,68,3,107,81,2,4,1,19,22658,22548,110,34,40,0,36,0,0,0,0,0,0,0,0,9,9,0,0,0,27,17783,12528,64,12464,8563,276,538,322,366,422,359,401,347,439,372,445,363,397,312,321,316,245,273,429,393,699,332,110,30,56,32469,22470,20876,20172,649,37,10,8,1594,1424,163,7,0,0,22658,22404,254,84,170,254,82,64,37,71
"Centre city","Centre city, Alabama","160","00","3","6","010340","01","0340",2893,2893,268.032025898766,10.793486301867,2895,2895,0,2895,0,0,0,2893,2874,2576,284,11,3,0,19,5,0,0,0,14,2895,2877,18,16,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2366,1330,2,1328,1159,143,195,73,72,63,66,52,42,43,42,44,37,29,29,26,38,16,21,32,36,26,19,2,8,5,18769,2825,2242,2021,203,8,0,10,583,505,78,0,0,0,2895,2885,10,5,5,10,5,2,0,3
"Centreville city","Centreville city, Alabama","160","00","3","6","010345","01","0345",2508,2508,262.951459498846,9.53788202879704,2508,2508,0,2508,0,0,0,2508,2498,1876,616,1,5,0,10,1,9,0,0,0,2508,2494,14,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1900,1039,8,1031,839,104,92,72,50,61,50,46,36,27,19,33,30,23,17,19,10,14,16,25,27,35,23,2,3,5,19525,2356,1759,1528,231,0,0,0,597,241,356,0,0,0,2508,2504,4,4,0,4,0,2,0,2
"Chatom town","Chatom town, Alabama","160","00","3","6","010355","01","0355",1094,1094,120.18862659597,9.10235877540745,1094,0,0,0,1094,12,1082,1094,1094,760,326,5,3,0,0,0,0,0,0,0,1094,1094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,811,443,3,440,369,54,55,36,22,6,12,5,17,15,16,7,13,12,6,5,9,16,5,15,17,16,10,0,0,0,19896,1007,725,578,145,0,2,0,282,117,165,0,0,0,1094,1093,1,1,0,1,0,0,0,1
"Chelsea CDP","Chelsea CDP, Alabama","160","00","3","6","010357","01","0357",1329,1329,138.973435562016,9.56297867017144,1586,0,0,0,1586,29,1557,1329,1317,1293,18,3,3,0,12,11,0,0,0,1,1586,1586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1146,732,0,732,525,21,44,34,12,0,35,28,28,7,14,21,27,48,24,33,20,8,16,9,25,44,13,9,5,0,34213,1559,1374,1374,0,0,0,0,185,127,58,0,0,0,1586,1586,0,0,0,0,0,0,0,0
"Cherokee town","Cherokee town, Alabama","160","00","3","6","010360","01","0360",1479,1479,660.333089467333,2.23977871712147,1479,0,0,0,1479,8,1471,1479,1478,1196,281,1,0,0,1,1,0,0,0,0,1479,1477,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1173,612,0,612,572,58,95,47,38,30,25,38,18,20,42,23,16,21,13,4,3,15,7,16,19,13,5,2,0,4,19300,1472,1165,974,191,0,0,0,307,216,91,0,0,0,1479,1479,0,0,0,0,0,0,0,0
"Chickasaw city","Chickasaw city, Alabama","160","00","3","6","010365","01","0365",6649,6649,1858.09562063013,3.57839495781448,6649,6649,6649,0,0,0,0,6649,6601,6503,27,46,25,0,48,44,0,1,0,3,6649,6591,58,11,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,47,5334,2810,8,2802,2782,229,383,198,197,131,176,156,142,137,94,118,152,90,61,77,56,93,18,52,43,84,58,6,25,6,21234,6633,5748,5622,24,57,45,0,885,879,0,6,0,0,6649,6562,87,18,69,87,12,45,11,19
"Childersburg city","Childersburg city, Alabama","160","00","3","6","010370","01","0370",4579,4579,590.056970595552,7.76026761513953,4562,4562,0,4562,0,0,0,4579,4567,3412,1147,1,7,0,12,7,5,0,0,0,4562,4562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3433,2008,2,2006,1804,223,205,96,68,101,54,118,114,87,60,61,61,47,22,46,6,70,40,17,70,128,53,30,0,27,23311,4548,3624,2955,669,0,0,0,924,438,486,0,0,0,4562,4562,0,0,0,0,0,0,0,0
"Citronelle city","Citronelle city, Alabama","160","00","3","6","010375","01","0375",3671,3671,150.40252385472,24.4078350942167,3671,3671,0,3671,0,0,0,3671,3663,2925,690,46,2,0,8,7,0,0,0,1,3671,3671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2642,1414,0,1414,1292,175,206,64,26,71,60,31,37,77,83,44,42,69,12,26,20,16,9,83,31,65,23,8,14,0,23378,3594,2594,2218,366,10,0,0,1000,554,324,122,0,0,3671,3664,7,0,7,7,0,0,0,7
"Clanton city","Clanton city, Alabama","160","00","3","6","010380","01","0380",7669,7669,404.888557637034,18.9410143985223,7669,7669,0,7669,0,0,0,7669,7644,6162,1461,7,14,0,25,10,1,0,1,13,7669,7662,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5985,3304,10,3294,3041,486,480,216,125,136,169,156,64,98,88,189,52,118,37,155,48,45,55,118,37,93,36,26,14,0,18646,7454,5786,5207,570,9,0,0,1668,843,825,0,0,0,7669,7640,29,29,0,29,0,0,21,8
"Clayhatchee town","Clayhatchee town, Alabama","160","00","3","6","010383","01","0383",411,411,239.965073940487,1.71274924825907,410,0,0,0,410,19,391,411,408,405,0,2,1,0,3,3,0,0,0,0,410,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354,246,11,235,189,11,35,15,4,10,4,19,12,12,14,2,4,6,5,9,5,2,2,6,2,3,4,0,1,2,22039,410,369,363,0,2,4,0,41,41,0,0,0,0,410,399,11,8,3,11,0,0,7,4
"Clayton town","Clayton town, Alabama","160","00","3","6","010385","01","0385",1564,1564,286.778140318584,5.45369322174466,1564,0,0,0,1564,45,1519,1564,1559,635,924,0,0,0,5,0,5,0,0,0,1564,1564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1163,569,0,569,589,140,110,37,24,17,24,18,12,33,23,15,17,23,16,11,8,22,0,16,2,8,4,7,0,2,13281,1522,911,540,371,0,0,0,611,83,528,0,0,0,1564,1557,7,7,0,7,4,1,2,0
"Cleveland town","Cleveland town, Alabama","160","00","3","6","010387","01","0387",739,739,174.635139781022,4.23167983789886,775,0,0,0,775,7,768,739,726,726,0,0,0,0,13,2,0,0,0,11,775,744,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,621,408,0,408,268,10,24,19,20,8,6,18,16,33,4,11,15,18,17,10,7,5,2,7,3,4,7,2,2,0,25985,764,653,643,0,0,0,10,111,106,0,0,0,5,775,753,22,0,22,22,20,0,2,0
"Clio town","Clio town, Alabama","160","00","3","6","010390","01","0390",1365,1365,136.996575215066,9.96375272781187,1374,0,0,0,1374,8,1366,1365,1357,567,781,7,2,0,8,6,2,0,0,0,1374,1372,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1058,485,4,481,456,90,100,38,31,35,18,25,11,11,9,12,4,8,2,6,8,10,2,10,12,8,5,0,0,1,12500,1176,669,400,265,4,0,0,507,128,379,0,0,0,1374,1374,0,0,0,0,0,0,0,0
"Coffee Springs town","Coffee Springs town, Alabama","160","00","3","6","010395","01","0395",294,294,374.917022156573,0.784173517406258,298,0,0,0,298,0,298,294,294,269,25,0,0,0,0,0,0,0,0,0,298,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,134,3,131,106,10,14,8,6,6,6,9,11,4,0,5,7,3,6,0,0,3,2,4,2,0,0,0,0,0,20833,298,233,233,0,0,0,0,65,41,24,0,0,0,298,296,2,0,2,2,0,0,2,0
"Coffeeville town","Coffeeville town, Alabama","160","00","3","6","010400","01","0400",431,431,95.425271670371,4.51662324304205,439,0,0,0,439,11,428,431,427,270,157,0,0,0,4,4,0,0,0,0,439,439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335,182,0,182,166,27,26,15,7,5,6,6,12,11,3,6,3,4,0,3,8,0,3,4,0,8,7,2,0,0,18750,439,300,219,81,0,0,0,139,62,77,0,0,0,439,439,0,0,0,0,0,0,0,0
"Collinsville town","Collinsville town, Alabama","160","00","3","6","010405","01","0405",1429,1429,405.155210946908,3.5270433685407,1427,0,0,0,1427,30,1397,1429,1418,1097,305,16,0,0,11,1,0,0,0,10,1427,1415,12,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1151,575,5,570,507,74,84,52,38,36,30,24,10,25,11,29,13,7,16,2,8,5,4,10,8,8,9,1,0,3,15382,1260,953,751,183,19,0,0,307,194,96,6,0,11,1427,1422,5,0,5,5,0,5,0,0
"Colony town","Colony town, Alabama","160","00","3","6","010408","01","0408",298,298,152.925782445017,1.94865767717843,334,0,0,0,334,0,334,298,298,4,294,0,0,0,0,0,0,0,0,0,334,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,152,0,152,97,9,7,12,3,2,5,16,6,6,3,8,3,3,5,3,2,2,0,0,0,2,0,0,0,0,21641,334,277,0,277,0,0,0,57,0,57,0,0,0,334,334,0,0,0,0,0,0,0,0
"Columbia town","Columbia town, Alabama","160","00","3","6","010410","01","0410",922,922,235.360628424995,3.91739266745637,902,0,0,0,902,4,898,922,919,650,259,6,4,0,3,3,0,0,0,0,902,894,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,691,420,0,420,359,53,41,28,18,18,26,19,21,22,6,17,11,15,7,9,8,3,2,5,9,12,7,0,2,0,19567,902,708,577,131,0,0,0,194,69,121,4,0,0,902,900,2,2,0,2,0,0,2,0
"Columbiana city","Columbiana city, Alabama","160","00","3","6","010415","01","0415",2968,2968,310.325961164265,9.56413697669642,2708,2708,0,2708,0,0,0,2968,2960,2334,613,6,7,0,8,4,0,0,0,4,2708,2708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2150,1306,0,1306,1005,102,135,18,0,23,36,52,60,59,65,34,60,47,11,11,28,33,20,48,25,88,24,11,8,7,28173,2614,2092,1748,344,0,0,0,522,371,151,0,0,0,2708,2708,0,0,0,0,0,0,0,0
"Coosada town","Coosada town, Alabama","160","00","3","6","010418","01","0418",912,912,155.850425969913,5.85176456416014,909,0,0,0,909,17,892,912,912,502,409,0,1,0,0,0,0,0,0,0,909,909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,689,448,0,448,306,29,48,9,6,14,8,12,9,16,8,18,9,3,12,24,12,12,6,9,7,18,8,9,0,0,28125,903,675,462,210,0,3,0,228,53,175,0,0,0,909,895,14,14,0,14,0,0,9,5
"Cordova city","Cordova city, Alabama","160","00","3","6","010420","01","0420",2623,2623,445.011039172016,5.89423580340913,2704,2704,0,2704,0,0,0,2623,2619,2301,316,2,0,0,4,4,0,0,0,0,2704,2704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2116,894,0,894,1128,232,227,118,34,29,50,34,52,59,37,18,52,29,17,25,15,21,8,12,13,22,16,0,0,8,12225,2557,1716,1614,102,0,0,0,841,597,244,0,0,0,2704,2697,7,7,0,7,0,0,0,7
"Cottonwood town","Cottonwood town, Alabama","160","00","3","6","010425","01","0425",1385,1385,251.675673893215,5.50311430014348,1385,0,0,0,1385,0,1385,1385,1384,976,404,1,3,0,1,0,0,0,0,1,1385,1385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1039,620,6,614,504,80,97,38,19,26,21,21,17,24,19,18,10,2,19,15,9,11,4,18,10,14,8,2,0,2,16731,1385,1073,830,237,2,4,0,312,144,168,0,0,0,1385,1385,0,0,0,0,0,0,0,0
"County Line town","County Line town, Alabama","160","00","3","6","010430","01","0430",189,189,244.998864864865,0.771432145631563,181,0,0,0,181,4,177,189,188,164,24,0,0,0,1,0,0,0,0,1,181,178,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,54,0,54,62,6,17,6,6,2,0,2,2,8,2,5,3,0,0,0,0,0,2,0,1,0,0,0,0,0,13333,181,126,123,0,0,0,3,55,55,0,0,0,0,181,181,0,0,0,0,0,0,0,0
"County Line town","County Line town, Alabama","160","00","3","6","010431","01","0431",127,127,256.975371875,0.494210783988188,70,0,0,0,70,0,70,127,127,114,13,0,0,0,0,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,30,0,30,34,5,10,4,0,8,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,11250,70,51,51,0,0,0,0,19,19,0,0,0,0,70,70,0,0,0,0,0,0,0,0
"Courtland town","Courtland town, Alabama","160","00","3","6","010435","01","0435",803,803,345.81981443299,2.3220184803945,757,0,0,0,757,15,742,803,802,522,250,29,1,0,1,0,0,1,0,0,757,757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,607,319,0,319,320,58,56,16,18,15,13,20,17,14,13,11,3,4,8,7,4,5,8,10,0,18,2,0,0,0,17000,754,542,425,100,15,2,0,212,137,69,6,0,0,757,757,0,0,0,0,0,0,0,0
"Cowarts town","Cowarts town, Alabama","160","00","3","6","010436","01","0436",1400,1400,195.165681683621,7.17339230915356,1366,0,0,0,1366,44,1322,1400,1396,1264,116,12,4,0,4,2,0,0,0,2,1366,1362,4,0,0,0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,1073,741,3,738,511,34,57,28,42,19,29,27,25,16,23,23,29,31,14,18,7,17,19,2,22,17,3,4,5,0,24450,1364,1211,1111,89,9,0,2,153,123,30,0,0,0,1366,1362,4,2,2,4,2,0,0,2
